Name,File_Size,Encoded_File_Size,Encoding_Time,Compression_Proportion,Diversity_of_alphabets,Decoding_Time
test1.txt,25292,17787,0.009021520614624023,70.3265854815752,84,0.0802156925201416
test2.txt,54688,33452,0.017626047134399414,61.16881217086016,82,0.23760032653808594
test3.txt,159804,92698,0.049017906188964844,58.007308953468,88,2.4098620414733887
test4.txt,627813,335088,0.17979693412780762,53.37385495362472,84,68.91292810440063
